"","provenance","created_at","user_id","screen_name","hi_text","en_text","source","favorite_count","retweet_count","hashtags","place_name","country_code","query","is_retweet","UID","country","hits"
"14","API","2019-04-07 03:38:33",1039469380269010944,"Dk50291850","17,93,40,643 Soil Health Cards have been Dispatched!
@poonam_mahajan@narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa
#हिमाचलजीतेगफिर4की4","17,93,40,643 Soil Health Cards have been Dispatched! @ poonam_mahajan @ narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @ Dhruvwadhwa #HmachalGefef 4K4","Twitter for Android",1,2,"हिमाचलजीतेगफिर4की4",NA,NA,"soil health",FALSE,21242,NA,"soil health"
"15","API","2019-04-07 03:38:54",1039469380269010944,"Dk50291850","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 
@narendramodi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa
#हिमाचलजीतेगफिर4की4","The Modi government is giving Soil Health Card to the farmers so that the farmers are getting help in acquiring a good crop by studying soil quality. @narendramodi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Druvwadhwa #HmachalGefef 4K4","Twitter for Android",2,3,"हिमाचलजीतेगफिर4की4",NA,NA,"soil health",FALSE,21244,NA,"soil health"
"16","API","2019-04-07 05:50:24",484840742,"rishideryan","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 
#हिमाचलजीतेगाफिर4की4
@narendramodi @jairamthakurbjp @BJP4Himachal @BJYMinHP @BJYMKinnaur","The Modi government is giving Soil Health Card to the farmers so that the farmers are getting help in acquiring a good crop by studying soil quality. #HmachalGetGaffe 4K4 @narendramodi @jairamthakurbjp @ BJP4Himachal @BJYMinHP @BJYMKinnaur","Twitter for Android",2,2,"हिमाचलजीतेगाफिर4की4",NA,NA,"soil health",FALSE,21249,NA,"soil health"
"17","API","2019-04-07 05:45:46",1094157859992985600,"HarishK45601314","17,93,40,643 Soil Health Cards have been Dispatched!
@poonam_mahajan@narendra modi
#हिमाचलजीतेगाफिर4की4","17,93,40,643 Soil Health Cards have been Dispatched! @ poonam_mahajan @ narendra modi #HmachalGetGaffe 4K4","Twitter for Android",0,0,"हिमाचलजीतेगाफिर4की4",NA,NA,"soil health",FALSE,21250,NA,"soil health"
"18","API","2019-04-07 05:45:03",1094157859992985600,"HarishK45601314","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 
#हिमाचलजीतेगाफिर4की4","The Modi government is giving Soil Health Card to the farmers so that the farmers are getting help in acquiring a good crop by studying soil quality. #HmachalGetGaffe 4K4","Twitter for Android",2,1,"हिमाचलजीतेगाफिर4की4",NA,NA,"soil health",FALSE,21251,NA,"soil health"
"19","API","2019-04-07 02:54:40",924913333240610816,"TheRohitBJP","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 
@narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa
#हिमाचलजीतेगफिर4की4","The Modi government is giving Soil Health Card to the farmers so that the farmers are getting help in acquiring a good crop by studying soil quality. @narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa #HmachalGefef 4K4","Twitter for Android",6,12,"हिमाचलजीतेगफिर4की4",NA,NA,"soil health",FALSE,21280,NA,"soil health"
"20","API","2019-04-07 02:54:26",924913333240610816,"TheRohitBJP","17,93,40,643 Soil Health Cards have been Dispatched!
@narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa
#हिमाचलजीतेगफिर4की4","17,93,40,643 Soil Health Cards have been Dispatched! @narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa #HmachalGefef 4K4","Twitter for Android",5,12,"हिमाचलजीतेगफिर4की4",NA,NA,"soil health",FALSE,21281,NA,"soil health"
"21","API","2019-04-07 02:50:43",3316801230,"iRajeshBJP","मोदी सरकार किसानों को Soil Health Card दे रही है जिससे किसानों को मिट्टी की गुणवत्ता का अध्ययन करके एक अच्छी फ़सल प्राप्त करने में सहायता मिल रही है 
@narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa
#हिमाचलजीतेगफिर4की4","The Modi government is giving Soil Health Card to the farmers so that the farmers are getting help in acquiring a good crop by studying soil quality. @narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa #HmachalGefef 4K4","Twitter for Android",12,29,"हिमाचलजीतेगफिर4की4",NA,NA,"soil health",FALSE,21282,NA,"soil health"
"22","API","2019-04-07 02:51:06",3316801230,"iRajeshBJP","17,93,40,643 Soil Health Cards have been Dispatched!
@poonam_mahajan@narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @Dhruvwadhwa
#हिमाचलजीतेगफिर4की4","17,93,40,643 Soil Health Cards have been Dispatched! @ poonam_mahajan @ narendra modi @JairamthakurBJP @BJYM @kapilparmar @BJYMInHP @pavanranaRSS @ Dhruvwadhwa #HmachalGefef 4K4","Twitter for Android",10,27,"हिमाचलजीतेगफिर4की4",NA,NA,"soil health",FALSE,21283,NA,"soil health"
"23","API","2018-08-11 09:36:48",966246299250016256,"NirakarNahak3","🏝मृदा स्‍वास्‍थ्‍य कार्ड योजना 🏝
मृदा स्‍वास्‍थ्‍य कार्ड स्कीम (Soil Health Card Yojna) को 2015 में किसानों के लिए लाया गया है। इस योजना से किसानों को बहुत ज्यादा फायदा भी हुआ है और आगे भी होने वाला है। भारत में बहुत सारे किसान हैं https://t.co/nm6WSNEm3d","ðЯPY Soil Health Card Plan ðás Soil Health Card Yojna has been brought to farmers in 2015. This scheme has benefited a lot from the farmers and it is going to happen even further. There are many farmers in India https://t.co/nm6W","Twitter for Android",3,0,"","Katghora","IN","soil health",FALSE,26655,"India","soil health"
"24","API","2018-08-05 19:42:24",1918790851,"iGyanendraGiri","जनाब आपको अपने फ्लॉप फ़िल्म को बेचने से फुरसत मिल जाये तो  कही भी देख  लीजिए आपको विकास मिल जाएगा।

- देश की पांच करोड़ महिलाओ को धुएं से मुक्ति मिल गयी।
- 15 करोड़ किसानों को soil health कार्ड दिया गया।
- 30 करोड़ लेड को बांटा गया।
- 1.42 लाख km रोड गांवो में बने। https://t.co/CShQBlxhpx","If you get rid of selling your flop, you will get the development. NA- Five crore women of the country got freedom from smoke. - 15 crore farmers were given a soil health card. - 30 million lads were divided. - 1.42 lakh km road is built in the village. https://t.co/CShQBlxhpx","Twitter for Android",11,10,"",NA,NA,"soil health",FALSE,27606,NA,"soil health"
"25","API","2018-08-27 22:40:06",852219170,"softhearted_boy","@firozrani31 @TajinderBagga @RahulGandhi जहाँ तक जवान की बात है उनको OROP दे दिया गया है। किसानो को प्रधानमंत्री फ़सल बीमा योजना, more crop per drop सिंचाई योजना, soil health card, fertilizer पे नीम coating मौजूद है! और कोई प्रश्न???","@ firozrani31 @TajinderBagga @RahulGandhi As far as young is concerned, they have been given OROP.Farmers are given Prime Minister's Crop Insurance Scheme, more crop per drop irrigation scheme, soil health card, fertilizer pe neem coating! Any more questions ???","Twitter for iPhone",0,0,"",NA,NA,"soil health",FALSE,36838,NA,"soil health"
"26","API","2018-08-27 02:31:13",152585622,"ssrivastwa","Mamta Banerjee is real भक्त
Rest all are अंध भक्त doing nothing 
preparing for another "" India shining"" 
Basis of my statement 
Bengals performance in 
Soil health card 
Crop insurance 
MSME bank lending.","Mamta Banerjee is the real devotee Rest all are blind worshiper doing nothing preparing for another ""India shining"" Basis of my statement Bengals performance Soil health card Crop insurance MSME bank credit","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,37024,NA,"soil health"
"27","API","2018-08-26 17:29:21",1027354064223236096,"MpGwalior","15 करोड़ किसान भाइयों को , soil health card , बांटे जा चुके हैं ।।","The land health card has been distributed to 15 crore farmers.","Twitter for Android",1,0,"",NA,NA,"soil health",FALSE,37187,NA,"soil health"
"28","API","2018-08-23 11:53:42",4428393981,"deshrakshakh","14- मुद्रा योजना के तहत 13crore 63लाख 14हजार 497 loan दिए गए जिससे कई लोगो ने अपने प्रोफेशन को बिजनेस बनाया और make in India ko bhadava Mila 

15- पहेली बार किसानों को 15crore 34lakh 72हजार 453 soil health card दिए गए जिससे उन्हें पता चला कि उन्हें क्या खेती करनी चािहए और","14- 13crore 63 lakh 14 thousand 497 loan was given under the money scheme, many people created their business in business and made in India ko bhadava Mila NA15- The puzzle bar was given 15crore 34lakh 72 thousand 453 soil health card to the farmers, so they came to know what they should cultivate and","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,37638,NA,"soil health"
"29","API","2018-08-23 04:55:21",2430400728,"deepakbba15","@rsprasad @_DigitalIndia @GoI_MeitY @mygovindia @BJP4India @UmangOfficial_ @RadhamohanBJP @AgriGoI में ग्राम हैबतपुरा तहसील एवं जिला देवास मध्यप्रदेश का किसान हु ओर आजतक हमारा soil health card नही बना है ना ही ग्राम सेवक ने मिट्टी ली है परीक्षण के लिए ओर ग्राम सेवक कहता हैं बनकर आजायेगा बिना मिट्टी के कैसे परीक्षण@rsprasad @AgriGoI @RadhamohanBJP  @BJP4India  @ChouhanShivraj","@rsprasad @_DigitalIndia @GoI_MeitY @mygovindia @ BJP4India @UmangOfficial_ @RadhamohanBJP @AgriGoI is a farmer of village Habibpura tehsil and district Dewas of Madhya Pradesh and nowadays our soil health card is not made nor the village servant has taken soil for testing and village servants Tells you how come the test without soil: @ rsprasad @AgriGoI @RadhamohanBJP @ BJP4India @ChouhanShivraj","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,37852,NA,"soil health"
"30","API","2018-08-22 18:44:43",154896726,"yogkr","@mvmeet @bipinbhimani स्वच्छता अभियान
मुद्रा
जनधन
पीएम ग्राम सड़क
उजाला
उज्ज्वला
अटल पेंशन
नमामि गंगे
Ayushman(10 cr households 5 lakh cover)
Make in India
Skill India
Start up 

Also there r others:

Kisan soil health card
OROP 
Neem Coating
Digital India
Beti bachao beti padhao
MSP for kisan
Contd","@mvmeet @bipinbhimani Cleanliness campaign Currency Generating PM Gram Road Light Bright Immovable pension Namami Gange Ayushman (10 cr households 5 lakh cover) Make in India Skill India Start up NAAlso there r others: Kisan soil health card OROP Neem Coating Digital India Beti bachao beti padhao MSP for kisan Contd","Twitter Lite",1,1,"",NA,NA,"soil health",FALSE,37950,NA,"soil health"
"31","API","2018-08-22 14:12:25",2328638509,"Eenadu_Hindi","लाइन विधि से बढ़ेगा धान का उत्पादन, जाने कैसे... 
https://t.co/3cneZx0G5i","Production of rice will increase by line method, know how ... https://t.co/3cneZx0G5i","Twitter Web Client",0,0,"",NA,NA,"soil health",FALSE,37977,NA,NA
"32","API","2018-08-22 14:06:16",838995138902777856,"etvbharatup","लाइन विधि से बढ़ेगा धान का उत्पादन, जाने कैसे... 

https://t.co/C8BLQbUi7J","Production of rice will increase by line method, know how ... NAhttps://t.co/C8BLQbUi7J","Twitter Web Client",4,0,"",NA,NA,"soil health",FALSE,37981,NA,NA
"33","API","2018-08-02 01:36:04",838995138902777856,"etvbharatup","भूमि को बंजर और सेहत को बीमार बना रही मेंथा की खेती 
#UPNews #Mentha #Farming #soilhealth 

https://t.co/p5r3dPCxHK","Farming of Mentha making the land sick and making the sick sick #UPNews #Mentha #Farming #silhealth NAhttps://t.co/p5r3dPCxHK","Twitter Web Client",0,0,"UPNews|Mentha|Farming|soilhealth",NA,NA,"#soilhealth",FALSE,44182,NA,"#soilhealth"
"34","API","2017-12-21 07:09:19",934480573799710720,"PrajitaR1","https://t.co/6EZ2Kc6Zhl

#Brijmohan Agarwal#
#बृजमोहन अग्रवाल#

Agriculture Minister Brijmohan Agrawal said the process of providing soil health cards, a Union government’s initiative, to farmers for their land is going at a rapid pace in Chhattisgarh. https://t.co/yeAjsPzcCJ","https://t.co/6EZ2Kc6Zhl NA#Brijmohan Agarwal # #Brish Mohan Agarwal # Agriculture minister Brijmohan Agrawal said the process of providing soil health cards, a union government's initiative, to farmers for their land is going on in a rapid pace in Chhattisgarh.https://t.co/yeAjsPzcCJ","Twitter Web Client",0,0,"Brijmohan|बृजमोहन",NA,NA,"soil health",FALSE,46496,NA,"soil health"
"35","API","2017-12-20 09:28:25",943169001470902272,"AnmolKu20632196","@RadhamohanBJP @AgriGoI @icarindia @PMOIndia @mygovindia @DDKisanChannel @DDNewsLive @DDNewsHindi @MIB_Hindi @MIB_India @transform_ind Soil health card हमारे गाँव तक ये सुविधा नही पहुँच पा रही है कोई इसके बारे मे बताये तो जानेंगे किसान,","@RadhamohanBJP @AgriGoI @icarindia @PMOIndia @mygovindia @DDKisanChannel @DDNewsLive @DDNewsHindi @MIB_Hindi @MIB_India @transform_ind Soil health card Our village is not able to access this facility. If someone tells about it, then the farmer,","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,46654,NA,"soil health"
"36","API","2017-12-20 09:25:03",943169001470902272,"AnmolKu20632196","@RadhamohanBJP @AgriGoI @icarindia @PMOIndia @mygovindia @DDKisanChannel @DDNewsLive @DDNewsHindi @MIB_Hindi @MIB_India @transform_ind हमारे यहां तो किसान soil health card का नाम भी नही जानते.","@RadhamohanBJP @AgriGoI @icarindia @PMOIndia @mygovindia @DDKisanChannel @DDNewsLive @DDNewsHindi @MIB_Hindi @MIB_India @transform_ind We do not even know the name of the farmer's soil health card here.","Twitter for Android",0,0,"",NA,NA,"soil health",FALSE,46655,NA,"soil health"
"37","API","2017-12-19 17:17:16",703437126977761280,"HarvestoCares","Akshay Kumar informing Dahiya Ji about the benefits of Soil Testing and Soil Health Card. अक्षय कुमार दहिया जी को मिट्टी परीक्षण और मृदा स्वास्थ्य कार्ड के लाभों के बारे में बताते हुए। https://t.co/ioD1DuxHA9  #SoilTesting #SoilHealthCard #Harvesto #Agriculture #Farmers https://t.co/Vm0lFwGv9r","Akshay Kumar informed about the benefits of Soil Testing and Soil Health Card. Explaining the benefits of soil testing and soil health card to Akshay Kumar Dahiya ji.https://t.co/ioD1DuxHA9 #SoilTesting #SoilHealthCard #Harvesto #Agriculture #Farmers https://t.co/Vm0lFwGv9r","Twitter Web Client",0,0,"SoilTesting|SoilHealthCard|Harvesto|Agriculture|Farmers",NA,NA,"soil health",FALSE,46769,NA,"soil health;#soilhealth"
"38","API","2017-12-19 17:11:55",703437126977761280,"HarvestoCares","Akshay Kumar informing Dahiya Ji about the benefits of Soil Testing and Soil Health Card.
अक्षय कुमार दहिया जी को मिट्टी परीक्षण और मृदा स्वास्थ्य कार्ड के लाभों के बारे में बताते हुए।
https://t.co/ioD1DuxHA9
#SoilTesting #SoilHealthCard #Harvesto #Agriculture #Farmers","Akshay Kumar informed about the benefits of Soil Testing and Soil Health Card. Explaining the benefits of soil testing and soil health card to Akshay Kumar Dahiya ji. https://t.co/ioD1DuxHA9 #SoilTesting #SoilHealthCard #Harvesto #Agriculture #Farmers","Twitter Web Client",0,0,"SoilTesting|SoilHealthCard|Harvesto|Agriculture|Farmers",NA,NA,"soil health",FALSE,46771,NA,"soil health;#soilhealth"
"39","API","2017-12-18 09:06:08",899903232041902080,"GS_Hindi","मृदा स्वास्थ्य कार्ड एप लांच https://t.co/ptgtw57tj0 https://t.co/M3hWc6O1nA","Soil Health Card App Launch https://t.co/ptgtw57tj0 https://t.co/M3hWc6O1nA","dlvr.it",0,0,"",NA,NA,"soil health",FALSE,47061,NA,NA
"40","API","2017-12-18 08:33:28",3223588850,"ImVinnuK","सामान्य प्रश्न |  मृदा स्‍वास्‍थ्‍य कार्ड योजना
FAQs | Soil Health Card Scheme 

#DigitalAgriculture https://t.co/ns7fPvlNA9","FAQ | Soil Health Card Scheme FAQs | Soil Health Card Scheme NA#DigitalAgriculture https://t.co/ns7fPvlNA9","IFTTT",0,0,"DigitalAgriculture",NA,NA,"soil health",FALSE,47068,NA,"soil health"
"41","API","2017-12-18 08:31:28",70397678,"Rsseosolution","सामान्य प्रश्न |  मृदा स्‍वास्‍थ्‍य कार्ड योजना
FAQs | Soil Health Card Scheme 

#DigitalAgriculture... https://t.co/77aNCUoWuY","FAQ | Soil Health Card Scheme FAQs | Soil Health Card Scheme NA#DigitalAgriculture ... https://t.co/77aNCUoWuY","Facebook",0,0,"DigitalAgriculture",NA,NA,"soil health",FALSE,47071,NA,"soil health"
"42","API","2017-12-18 08:31:27",70397678,"Rsseosolution","सामान्य प्रश्न |  मृदा स्‍वास्‍थ्‍य कार्ड योजना
FAQs | Soil Health Card Scheme 

#DigitalAgriculture... https://t.co/WHFRbjbL7b","FAQ | Soil Health Card Scheme FAQs | Soil Health Card Scheme NA#DigitalAgriculture ... https://t.co/WHFRbjbL7b","Facebook",0,0,"DigitalAgriculture",NA,NA,"soil health",FALSE,47072,NA,"soil health"
"43","API","2017-12-18 08:31:18",70397678,"Rsseosolution","सामान्य प्रश्न |  मृदा स्‍वास्‍थ्‍य कार्ड योजना
FAQs | Soil Health Card Scheme 

#DigitalAgriculture https://t.co/pdPdnHDg1e https://t.co/OLUkS02gF7","FAQ | Soil Health Card Scheme FAQs | Soil Health Card Scheme NA#DigitalAgriculture https://t.co/pdPdnHDg1e https://t.co/OLUkS02gF7","IFTTT",0,0,"DigitalAgriculture",NA,NA,"soil health",FALSE,47073,NA,"soil health"
"44","API","2017-12-18 08:30:00",2686770528,"_DigitalIndia","सामान्य प्रश्न |  मृदा स्‍वास्‍थ्‍य कार्ड योजना
FAQs | Soil Health Card Scheme 

#DigitalAgriculture https://t.co/DJ8saIok3v","FAQ | Soil Health Card Scheme FAQs | Soil Health Card Scheme NA#DigitalAgriculture https://t.co/DJ8saIok3v","TweetDeck",96,47,"DigitalAgriculture",NA,NA,"soil health",FALSE,47075,NA,"soil health"
"45","API","2017-12-18 07:26:32",18060287,"MatarGasti","भाजपा की सीटें कम होने का कारण PASS नही कपास है।
फसलों के दाम नही मिले।
किसान भाजपा के लिए ज्वलंत मुद्दा है।
Soil health card से कुछ नही होगा।
MSP and कर्ज माफी ही समझते हैं किसान भाई लोग।
#GujaratVerdict 
#GujaratResults 
#ElectionResults","PASS is not cotton because the BJP's seats are low. Crop prices are not available. Farmers are a vivid issue for the BJP. Nothing will happen with Soil Health Card MSP and debt forgiveness are understood by the farmer brother. #GujaratVerdict #GujaratResults #ElectionResults","Twitter for Android",1,0,"GujaratVerdict|GujaratResults|ElectionResults",NA,NA,"soil health",FALSE,47080,NA,"soil health"
"46","API","2017-12-17 09:07:53",2483281076,"baba_rajcsa","किसान के साथ धोखा है बिना मिट्टी जाँच के Soil Health Card कौन है जिम्मेदार ? – supporting देश काअन्नदाता फिर भी बेचारा","Farmer is cheated with Soil Health Card without soil check which is responsible?- Subscriber of support country is still poor","Facebook",0,0,"",NA,NA,"soil health",FALSE,47263,NA,"soil health"
